injury_texts,num_categories,injury_categories
"Loss of Almost All Usage of Right Arm, Hand, Leg, Injuries to Hands and Fingers",4,Arm;Hand;Leg;Finger
"Pain in Left Ear, Shoulder, and Ankle, Wrongful Death and Survival Actions (not distinguished)",4,Joint;Ear;Survival Action;Death
"Aggravation of Existing Neck Stiffness and Right Shoulder Pain, Injury to Right Knee and Back",3,Shoulder;Neck or Back;Joint
"Burns and Permanent Skin Discoloration on Hand, Stomach, Legs and Groin, Multiple Lacerations and Abrasions on Left Shoulder and Arm and Around the Lower Lip",7,Burns;Hand;Leg;Stomach;Shoulder;Mouth or Teeth;Arm
"Depression and Sleeping Disorder from Persistent Pain, Aggravation of Temporal Mandibular Joint Dysfunction Causing Chronic Migraine Headaches",4,"Sleeping Disorder;Depression ;Jaw;Head, Skull"
Removal of Abscesses from Bowel,1,Intestine
Right Elbow Contusion,1,Joint
Soft Tissue Injury of Neck and Shoulder Area,3,Soft Tissue;Neck or Back;Shoulder
Wrongful Death Resulting from Neurological Damage,1,Death
Chemical Burns (Eye),1,Eye
Herniated L4-5 Disc,1,Spine
Severe Knee Injury Damage,1,Joint
Fractured Right Ribs,1,Ribs
"Mental and Physical Pain and Suffering from Dorsal Column Stimulator, Soft Tissue Injury of Neck and Shoulder Area",5,Spine;General Emotional Problems;Soft Tissue;Neck or Back;Shoulder
Pain in the Right Hip,1,"Hip, Pelvis"
"Joint Injury between Hand and Wrist, Knee and Back Pain",4,Hand;Wrist;Joint;Neck or Back
Quadriplegic from Transection of Spinal Cord and Dural Laceration,1,Paralysis
Wrongful Death of an Unborn Child,1,Death
Arthroscopic Surgery on Shoulder,1,Shoulder
"Broken Small Finger, Thumb, and Nose, Leg and Ankle Numbness",4,Finger;Nose;Joint;Leg
"Cervical and Shoulder Sprains, Cervical and Lumbrosacral Strain",3,Shoulder;Neck or Back;Spine
"Cuts and Bruises to Neck, Back, Shoulders, and Arms, Knee and Back Pain",4,Neck or Back;Shoulder;Arm;Joint
"Cervical and Trapezius Muscle Sprain with Worsening of Preexisting Sprains, Temporomandibular Joint Dysfunction and Arthritis",4,Neck or Back;Shoulder;Arthritis;Jaw
Broken Right Humerus,1,Arm
Daily Tremors,1,Unspecified Muscle Injuries
"Electrical Burns on Left Hand, Cuts and Bruises to Neck, Back, Shoulders, and Arms",5,Hand;Burns;Neck or Back;Shoulder;Arm
"Soft Tissue Injury of Neck and Shoulder Area, Strain/Sprain to Knee and Sternum",5,Soft Tissue;Neck or Back;Shoulder;Joint;Sternum
Agitation,1,General Emotional Problems
Neck and Shoulder Injuries,2,Shoulder;Neck or Back
"Right Knee Slip and Fall Injury, Amputation of Two Fingers on Right Hand",4,Joint;Falling;Finger;Hand
"Lower Back and Chest Pains, Burns to Torso and Leg",5,Breast or Chest;Leg;Neck or Back;Abdomen
"Crushed Wrist, Arm, and Shoulder Blade, Lost Tips of Fingers, Nose, and Part of Nostrils",5,Arm;Wrist;Shoulder;Finger;Nose
Traumatic Chondromalacia of the Knee,1,Joint
Multiple Skin Grafts,1,Skin
"Aggravation of Pre-Existing Knee and Wrist Injury, Stomach and Back Injuries",4,Joint;Wrist;Stomach;Neck or Back
"Injuries to Gum and Lip, Multiple Lacerations and Abrasions on Left Shoulder and Arm and Around the Lower Lip",4,Lip;Mouth or Teeth;Arm;Shoulder
"Bilateral Inflamation of Two Joints in Lower Back, Bulging Discs at the L4-5, T5-6, T6-7, and T7-8 Level",2,Neck or Back;Spine
Left Knee Contusion,1,Joint
"Crushed Wrist, Arm, and Shoulder Blade",3,Arm;Wrist;Shoulder
"Pain in Chest, Shoulder, and Left Arm, Back, Neck, and Shoulder Injuries",4,Arm;Breast or Chest;Shoulder;Neck or Back
Injuries to Right Hip,1,"Hip, Pelvis"
Cervical and Lower Lumbar Pain,2,Neck or Back;Spine
Laceration of Right Hepatic Duct,1,Liver
"Numbness and Pain in Right Arm and Lower Extremities, Neck and Shoulder Injuries",4,Arm;Leg;Shoulder;Neck or Back
"Bruised Lung, Kidney, and Liver, Grade II Whiplash with Motor and Sensory Loss",5,Kidney;Lung;Liver;Whiplash;Nerve System
Temperature Sense Diminished,1,Nerve System
Thoracic,1,Neck or Back
Knee Laceration,1,Joint
"Temporomandibular Joint Dysfunction and Arthritis, Right Knee Slip and Fall Injury",4,Arthritis;Jaw;Joint;Falling
Wrongful Death of Spouse,1,Death
"Right Arm and Shoulder Pain, Laceration of Back and Arm",3,Arm;Shoulder;Neck or Back
Neck and Shoulder Injury,2,Shoulder;Neck or Back
Herniation at the L5-S1 Level,1,Spine
"Severe Allergic Reaction Causing Vomiting, Insomnia, and a Rash that Itched and Developed into Whelps, Windshield Glass Embedded in Forehead and Arm",6,"Allergy;Vertigo or Nausea;Sleeping Disorder;Common Disease;Arm;Head, Skull"
Fracture of Right Humerus,1,Arm
"Crushed Wrist, Arm, and Shoulder Blade, Symptomatic Left Knee Lumbar Syndrome",5,Arm;Wrist;Shoulder;Joint;Spine
"Multiple Lacerations and Abrasions on Left Shoulder and Arm and Around the Lower Lip, Paralysis of Left Arm and Leg",4,Arm;Shoulder;Lip;Leg
Amputation of Finger,1,Finger
Amputated Left Arm,1,Arm
"Survival Action and Wrongful Death, Broken Arm and Wrist",4,Survival Action;Death;Arm;Wrist
"Face and Eye Contusions, Broken Teeth and Exposed Nerves",4,Eye;Face;Mouth or Teeth;Nerve System
Chest Abrasions,1,Breast or Chest
"Injuries to Back and Buttocks, Neck, Back, and Finger Sprains",3,"Neck or Back;Hip, Pelvis;Finger"
"Windshield Glass Embedded in Forehead and Arm, Loss of Almost All Usage of Right Arm, Hand, and Leg",4,"Arm;Head, Skull;Hand;Leg"
"Fractures of Humerus, Wrist, and Ankle, Cervical Myofascial Pain on the Right Side",5,Joint;Arm;Wrist;Neck or Back;Myofascial Pain Syndrome
"Burns and Permanent Skin Discoloration on Hand, Stomach, Legs and Groin, Neck and Head Injuries",7,"Burns;Hand;Stomach;Leg;Abdomen;Neck or Back;Head, Skull"
Psychological Trauma,1,Psychological Abuse
"Knee and Back Pain, Soft Tissue Injury to Knee and Back",2,Joint;Neck or Back
Shoulders Injuries,1,Shoulder
Stitches on Right Shin,1,Leg
"Right Subclavian Central Line and Trachostomy, Muscle and Ligament Strain",4,Clavicle;Trachea;Unspecified Muscle Injuries;Joint
Aggravation of Previously Asymptomatic Spondylolisthesis,1,Spine
"Chronic and Irremediable Pain in the Lower Back, Hip, Thigh and Leg, Amputation of Two Fingers on Right Hand",5,"Neck or Back;Hip, Pelvis;Leg;Finger;Hand"
"Multiple Lacerations and Abrasions on Left Shoulder and Arm and Around the Lower Lip, Aggravation of Pre-Existing Neck Arthritis",5,Arm;Shoulder;Lip;Arthritis;Neck or Back
"Sharp Pain and Stiffness in Neck Resulting from Low-Impact Vehicle Collision, Cervical and Lumbar Sprain/Strain",3,Neck or Back;Automobile Accident;Spine
Abdominal Contusions,1,Abdomen
"Arm and Shoulder Injury, Annular Tear at the L5-S1 level in Back",4,Arm;Shoulder;Spine;Neck or Back
"Pyorrhea (Gum Disease), Amputation of Right Lower Leg and Large Portion of Left Foot",4,Mouth or Teeth;Jaw;Leg;Foot
"Fractures to Fibula, Medial Malleolus and Tibula, Cervical and Trapezius Muscle Sprain with Worsening of Preexisting Sprains",4,Joint;Leg;Neck or Back;Shoulder
Traumatic Injury to the Face,1,Face
Aggravation of Healing Rib Fracture,1,Ribs
Muscle and Soft Tissue Injuries in the Neck,1,Neck or Back
Back and Neck Injury,1,Neck or Back
"Neck and Shoulder Injuries, Neckand Shoulder Pain",2,Shoulder;Neck or Back
"Injuries to Back and Buttocks, Tenderness Between Ribs and Lower Spine",4,"Neck or Back;Hip, Pelvis;Ribs;Spine"
"Multiple Lacerations and Abrasions on Left Shoulder and Arm and Around the Lower Lip, Burns to Back and Arm",4,Arm;Shoulder;Lip;Neck or Back
"Degenerative Arthritis of the Thumb, Aggravation of Existing Neck Stiffness and Right Shoulder Pain",4,Arthritis;Hand;Shoulder;Neck or Back
Peroneal Palsy/Nerve Damage Sustained During Surgery,2,Leg;Nerve System
Cervical Injuries Requiring Future Surgery,1,Neck or Back
Migraine Headaches,1,"Head, Skull"
"Loss of Urinary, Bowel, and Sexual Function, Amputation of Two Fingers on Right Hand",5,Ureter or Urethra;Intestine;Sexual Dysfunction;Finger;Hand
"Chronic and Irremediable Pain in the Lower Back, Hip, Thigh and Leg, Glass Embedded in Cheek and Eye",5,"Neck or Back;Hip, Pelvis;Leg;Eye;Face"
"Contusions on Right Hand, Right Knee, Right Chest Wall, and Left Jaw, Neck and Shoulder Scar Tissue",6,Hand;Joint;Breast or Chest;Jaw;Shoulder;Neck or Back
Lumbar Spine Sprain,1,Spine
"Renal, Cardiac, and Pulmonary Contusions, Neck and Shoulder Scar Tissue",5,Kidney;Heart;Lung;Shoulder;Neck or Back
Nerve Root Damage,1,Nerve System
"Nose, Lip, Temple, and Neck Injuries, Lumbosacral Sprain and Right Shoulder Sprain",6,"Nose;Mouth or Teeth;Head, Skull;Neck or Back;Shoulder;Spine"
"Back Pain Traveling Down Leg, Shoulder and Knee Injury",4,Leg;Neck or Back;Joint;Shoulder
Nose Bleeds,1,Nose
Tooth and Gum Damage,1,Mouth or Teeth
"Neck and Shoulder Pain, Burns to Torso and Leg",5,Shoulder;Neck or Back;Leg;Breast or Chest;Abdomen
"Back, Neck, and Shoulder Injuries, Knee and Back Pain",3,Shoulder;Neck or Back;Joint
"Glass Embedded in Cheek and Eye, Aggravation of Existing Neck Stiffness and Right Shoulder Pain",4,Eye;Face;Shoulder;Neck or Back
Contusion and Swelling of Left Hip,1,"Hip, Pelvis"
Compression of Cervical Spine,1,Spine
Moderate Cervical and Lumbar Sprain with Ruptured Discs at C-5 and C-6,1,Spine
29% Disability to Body,1,Disability
TMJ Dysfunction,1,Jaw
"Anterior Contusions of the Knee and Legs, Fusion of Femur Neck to Hip Joint",4,"Joint;Leg;Neck or Back;Hip, Pelvis"
Internal Strains and Injuries,1,Unspecified
Aggravation of Pre-Existing Hip Injury,1,"Hip, Pelvis"
Aggravation of Pre-Existing Mental Condition,1,Cognitive Problem
"Neck, Chest, and Wrist Pain, Broken Teeth and Exposed Nerves",5,Breast or Chest;Neck or Back;Wrist;Mouth or Teeth;Nerve System
"Pain in Lower Back and Left Shoulder, Injury to Knee and Wrist",4,Shoulder;Neck or Back;Joint;Wrist
"Neck, Knee, and Back Injuries, Shooting Pain in Right Hand",4,Joint;Neck or Back;Hand;Gunshot
Laceration of Right Ear,1,Ear
"Significant Pain in Left Arm, Shoulder and Hand, Muscle and Ligament Strain",5,Arm;Shoulder;Hand;Unspecified Muscle Injuries;Joint
"Degenerative Changes and Disc Bulging at the L4-L5 and L5-S1 Levels in Back, Neck and Shoulder Pain",3,Spine;Neck or Back;Shoulder
Flare-up of Pre-Existing Back Problem,1,Neck or Back
Spinal Joint Dysfunction,1,Jaw
"Dog Bite on Hand and Stomach, Depression and Sleeping Disorder from Persistent Pain",5,Hand;Stomach;Multiple Wounds;Sleeping Disorder;Depression 
Hip Pain,1,"Hip, Pelvis"
Vomiting,1,Vertigo or Nausea
"Gunshot Injury to Stomach, Amputation of Right Lower Leg and Large Portion of Left Foot",4,Gunshot;Stomach;Leg;Foot
"Increasing Pain, Numbness, and Headaches Due to Neck Injury, Broken Small Finger, Thumb, and Nose",4,"Head, Skull;Neck or Back;Finger;Nose"
Polycystic Ovaries Syndrome,1,Organs of Reproduction
"Partial Paralysis of Upper Lip, Injury to Thumb, Knees, and Thigh",5,Paralysis;Mouth or Teeth;Joint;Wrist;Leg
"Hip and Leg Contusions, Injuries to Ankle, Knee, and Lower Back",4,"Leg;Hip, Pelvis;Joint;Neck or Back"
Complex Tear to the Medial Meniscus of the Left Knee,1,Joint
Left Elbow Pain,1,Joint
"Fusion of Femur Neck to Hip Joint, Peroneal Palsy/Nerve Damage Sustained During Surgery",4,"Neck or Back;Hip, Pelvis;Leg;Nerve System"
Trauma to Head,1,"Head, Skull"
"Pain in Chest, Shoulder, and Left Arm, Lower Back and Chest Pains",4,Arm;Breast or Chest;Shoulder;Back
"Cervical Myofascial Pain on the Right Side, Injuries to Shoulder, Clavicle, and Ribs",4,Neck or Back;Myofascial Pain Syndrome;Ribs;Shoulder
"Limited Mobility in Fingers and Knee, Musculoligamentous Strains of the Neck and Shoulder",4,Finger;Joint;Shoulder;Neck or Back
Cervical Trapezius Strain,1,Neck or Back
Vaginal Dryness,1,Organs of Reproduction
"Injuries to Left Eye, Nose, and Thumb, Cervical Injury (Whip Lash)",5,Eye;Nose;Finger;Whiplash;Neck or Back
"Degenerative Arthritis of the Thumb, Hand, Elbow, and Knee Injuries",3,Arthritis;Hand;Joint
35% Permanent Functional Disability of Left Upper Extremity,1,Disability
Aggravation of Pre-Existing Cervical Injury,1,Neck or Back
Hematoma of the Upper Lid,1,Eye
"Left Metatarsal Fractures, Left Ninth and Tenth Rib Fractures, Limited Mobility in Fingers and Knee",4,Foot;Ribs;Finger;Joint
"Dog Bite on Hand and Stomach, Neck and Shoulder Stiffness",5,Hand;Stomach;Multiple Wounds;Shoulder;Neck or Back
Loss of Vision,1,Eye
Ruptured Disc,1,Spine
"Injuries to Gum and Lip, Cuts and Bruises to Neck, Back, Shoulders, and Arms",5,Lip;Mouth or Teeth;Neck or Back;Shoulder;Arm
Nerve Damage in the Left Hand,1,Hand
Unspecified Injuries Due to Automobile Accident,1,Automobile Accident
"Annular Tear at the L5-S1 level in Back, Psychological Problems including Depression",4,Spine;Neck or Back;General Emotional Problems;Depression
Severe Burns,1,Burns
Insomnia,1,Sleeping Disorder
"Burned Right Arm, Multiple Lacerations and Abrasions on Left Shoulder and Arm and Around the Lower Lip",4,Arm;Burns;Shoulder;Mouth or Teeth
Bruising About Body,1,Skin
Cartilage Damage to Knee,1,Joint
Eye Injuries,1,Eye
Annulus Consistent with Annular Tear at L4-5,1,Spine
"Degenerative Arthritis of the Thumb, Cervical and Trapezius Muscle Sprain with Worsening of Pre-existing Sprains",4,Arthritis;Hand;Neck or Back;Shoulder
Closed Fracture of Right Femur,1,Leg
Bruises on Face and Knee,2,Face;Joint
Thoracic Spine Sprain,1,Spine
"Back, Hip, and Leg Injuries, Shallower Lacerations up Back and Left Arm Pit",4,"Neck or Back;Hip, Pelvis;Leg;Arm"
Unspecified Injuries Caused by a Fall,1,Falling
Aggravation of Pre-Existing Anxiety,1,General Emotional Problems
Difficulty Speaking and Swallowing,1,Mouth or Teeth
Decrease in Ability to Process Information,1,Cognitive Problem
"Knee, Neck, Back, and Hand Injuries",3,Hand;Joint;Neck or Back
Weakness in Both Hands,1,Hand
"Burns to Back and Arm, Back, Hip, and Leg Injuries",4,"Arm;Neck or Back;Hip, Pelvis;Leg"
"Numbness and Pain in Right Arm and Lower Extremities, Cuts and Bruises to Hands, Legs, and Elbow",4,Arm;Leg;Joint;Hand
Neck and Hand Sprain,2,Neck or Back;Hand
"Injuries to Hands and Fingers, Severe Pain in Neck, Back, and Shoulders",4,Finger;Hand;Shoulder;Neck or Back
"Loss of Almost All Usage of Right Arm, Hand, and Leg, Compensatory Left Sacroiliac Joint Dysfunction With Sciatic Nerve Radiculopathy",5,Arm;Hand;Leg;Neck or Back;Nerve System
"Injury to Forehead, Knees, and Clavicle",3,"Head, Skull;Joint;Clavicle"
"Neckand Shoulder Pain, Broken Nose and Cheekbone",4,Shoulder;Neck or Back;Nose;Face
Burns on 50-55% of Total Body,1,Burns
"Significant Pain in Left Arm, Shoulder and Hand, Neck and Shoulder Stiffness",4,Arm;Shoulder;Hand;Neck or Back
red Skull,1,"Head, Skull"
Bulging Disks,1,Spine
Psychological Injuries,1,Psychological Abuse
Severe Cervical Strain,1,Neck or Back
Contusions and Abrasions on Knees,1,Joint
Cervical and Lumbar Myofascial Strain,1,Neck or Back
Unspecified Injury Resulting From Automobile Accident,1,Automobile Accident
Loss of Sexual Desire,1,Sexual Dysfunction
Severe Cervical Spasms,1,Neck or Back
Fracture of Femur,1,Leg
"Non-displaced Fracture of the Radial Head of Right Arm, Dog Bite Injuries to Arm and Back",5,"Hand;Head, Skull;Arm;Neck or Back;Multiple Wounds"
Displaced Nasal Cartilage,1,Nose
"Aggravation of Pre-Existing Knee and Wrist Injury, Amputation of Two Fingers on Right Hand",4,Joint;Wrist;Finger;Hand
Contusions to the Patella,1,Joint
"Aggravation of Pre-Existing Knee and Wrist Injury, Injuries to Left Arm and Shoulder",4,Joint;Wrist;Arm;Shoulder
"Severe Injuries to Head and Face, Tenderness Between Ribs and Lower Spine",4,"Face;Head, Skull;Ribs;Spine"
"Dog Bite (Arm), Cervical Injury (Whip Lash)",4,Arm;Single Wound;Whiplash;Neck or Back
"Severe Injuries to Head and Face, Mental and Physical Pain and Suffering from Dorsal Column Stimulator",4,"Face;Head, Skull;Spine;General Emotional Problems"
Chest Pain,1,Breast or Chest
"Aggravation of Pre-Existing Knee and Wrist Injury, Gunshot Injury to Stomach",4,Joint;Wrist;Gunshot;Stomach
"Symptomatic Left Knee Lumbar Syndrome, Mental and Physical Pain and Suffering from Dorsal Column Stimulator",3,Joint;Spine;General Emotional Problems
Flashbacks,1,Cognitive Problem
"Cuts and Bruises to Neck, Back, Shoulders, and Arms, Flare up of Pain in Neck and Testicles",4,Neck or Back;Shoulder;Arm;Organs of Reproduction
Seizure,1,Severe Disease
Deviated Septum,1,Nose
Back and Head Lacerations,2,"Neck or Back;Head, Skull"
"Injuries to Calf, Knee, and Elbow, Pain in Chest, Shoulder, and Left Arm",5,Joint;Leg;Arm;Breast or Chest;Shoulder
Lumbar and Cervical Strain/Sprain,1,Neck or Back
"Arm and Shoulder Injury, Knee and Back Pain",4,Arm;Shoulder;Joint;Neck or Back
Chest and Face Lacerations,2,Face;Breast or Chest
"Knee and Shoulder Pain, Neck, Back, and Hip Pain",4,"Joint;Shoulder;Neck or Back;Hip, Pelvis"
Wrongful Death and Survival Action,2,Survival Action;Death
"Neckand Shoulder Pain, Injuries to Head, Back, and Neck",3,"Shoulder;Neck or Back;Head, Skull"
"Muscle and Ligament Strain, Back, Hip, and Leg Injuries",5,"Unspecified Muscle Injuries;Joint;Neck or Back;Hip, Pelvis;Leg"
Laceration to the Tongue,1,Mouth or Teeth
Broken Collar Bone,1,Clavicle
"Aggravation of Pre-Existing Neck Arthritis, Back, Hip, and Leg Injuries",4,"Arthritis;Neck or Back;Hip, Pelvis;Leg"
Diffuse Cognitive Decline,1,Cognitive Problem
Miscellaneous Injuries Sustained in an Automobile Accident,1,Automobile Accident
"Back, Neck, and Shoulder Injuries, Severe Nerve Damage in Arm and Shoulder",3,Shoulder;Neck or Back;Arm
Post-Traumatic Migraine Headaches,1,"Head, Skull"
"Injuries to Head, Back, and Neck, Amputation of Right Lower Leg and Large Portion of Left Foot",4,"Neck or Back;Head, Skull;Leg;Foot"
Disfigurement/Disability,1,Disability
Muscle Spasms and Pain in the Right Shoulder,1,Shoulder
"Tenderness Between Ribs and Lower Spine, Right Arm and Shoulder Pain",4,Ribs;Spine;Arm;Shoulder
"Lacerations of the Eye and Face, Wrist and Neck Injuries",4,Eye;Face;Wrist;Neck or Back
"Lacerations of the Eye and Face, Head and Shoulder Injury",4,"Eye;Face;Shoulder;Head, Skull"
"Injuries to Back and Buttocks, Bruised Left Hip and Head",3,"Neck or Back;Hip, Pelvis;Head, Skull"
Compound Wrist Fracture,1,Wrist
"Shallower Lacerations up Back and Left Arm Pit, Chest and Face Lacerations",4,Neck or Back;Arm;Face;Breast or Chest
Hardened Scar Tissue in Calf,1,Leg
"Neck and Hand Sprain, Joint Injury between Hand and Wrist",3,Neck or Back;Hand;Wrist
"Windshield Glass Embedded in Forehead and Arm, Injury to Head and Knees",3,"Arm;Head, Skull;Joint"
Injury to the Knee,1,Joint
"Soft Tissue Injuries to the Neck, Back, and Shoulder, Neck and Lower Back Injuries",3,Neck or Back;Shoulder;Back
"Cervical Strain With Nerve Root Irritation, Back Pain Radiating Down Right Leg",3,Neck or Back;Nerve System;Leg
Displaced Jaw Disc,1,Jaw
Weakness and Loss of Reflex in the Ankle and Foot,2,Joint;Foot
"Chronic Neck, Back, and Shoulder Pain, Burns and Permanent Skin Discoloration on Hand, Stomach, Legs and Groin",7,Shoulder;Neck or Back;Burns;Hand;Stomach;Leg;Abdomen
Loss of Left Leg Muscle and Tissue,1,Leg
"Knee and Shoulder Pain, Dog Bite Injuries to Arm and Back",5,Joint;Shoulder;Arm;Neck or Back;Multiple Wounds
Back Spasms,1,Neck or Back
"Limited Mobility in Fingers and Knee, Leg and Ankle Numbness",3,Finger;Joint;Leg
Emotional Distress from Witnessing Injury to Daughter and Grandchildren,1,Emotional Distress for Bystander
"Injury to Head, Neck, and Thumb, Lost Tips of Fingers, Nose, and Part of Nostrils",4,"Neck or Back;Head, Skull;Finger;Nose"
"Left Distal Tibia and Fibula Fractures, Neck, Spine, and Dental Injuries",5,Leg;Joint;Spine;Neck or Back;Mouth or Teeth
"Neck, Back, and Finger Sprains, Broken Nose and Cheekbone",4,Neck or Back;Finger;Nose;Face
"Shallower Lacerations up Back and Left Arm Pit, Abrasions to Knees, Arms, Neck, and Face",3,Neck or Back;Arm;Joint
